strategy,family,independence_group,evidence,description,implementation_note,start,end,years,cagr,stress_cagr,annual_vol,excess_shy_sharpe,max_drawdown,ulcer_index,calmar,cvar_5pct_daily,worst_calendar_year,best_calendar_year,max_recovery_days,max_underwater_days,max_trough_to_recovery_days,max_5pct_trough_to_recovery_days,median_5pct_trough_to_recovery_days,share_5pct_recovered_within_20d,n_5pct_drawdowns,n_unrecovered_5pct_drawdowns,largest_year_abs_excess_share,annual_turnover,cagr_2007_2012,cagr_2013_2021,rolling_3y_min,rolling_3y_target_share,rolling_5y_min,rolling_5y_target_share,latest_weights,GFC_return,GFC_maxdd,2011_euro_US_downgrade_return,2011_euro_US_downgrade_maxdd,2018_Q4_return,2018_Q4_maxdd,COVID_crash_return,COVID_crash_maxdd,tier,original_gate,relaxed_5pct_gate,avoided_5pct_drawdown,hard_20d_recovery,median_recovery_20d,majority_recovery_20d,original_joint,relaxed_joint
full__s100__cross_asset_mom_126_top3__all_weather_sleeve_trend_200__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('cross_asset_mom_126_top3', 'all_weather_sleeve_trend_200', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 100% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.09934636866914426,0.09918304391928956,0.08851465829348729,0.8986863163880191,-0.1346676342412606,0.03891829716388607,0.7377152589698177,-0.013640848976498499,-0.06562005224118694,0.21535546068066114,502,502,255,255,33.0,0.09090909090909091,11,0,0.13897479288643705,0.2970868136591672,0.1030804945224193,0.09689954062297201,0.0363748581136043,0.384,0.032324076290136894,0.36658653846153844,"{""all_weather_sleeve_trend_200"": 0.3333333333333333, ""cross_asset_mom_126_top3"": 0.3333333333333333, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.3333333333333333}",0.03895350407813636,-0.09225370734828586,0.04127089272759332,-0.031740942681576345,-0.1154286836664028,-0.1174052482725203,-0.06068552329600685,-0.08787753389788577,full_gfc_2007_2021,True,True,False,False,False,False,False,False
full__s100__QQQ_vol_target_12__SPY_trend_150d__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('QQQ_vol_target_12', 'SPY_trend_150d', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 100% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.10873558571536801,0.10859298475762547,0.1175409098279366,0.7572083680232523,-0.16299410138775206,0.05744313944611736,0.6671136242942518,-0.018746249545934353,-0.08687822944055412,0.32818163633550057,442,442,255,255,34.0,0.2777777777777778,18,0,0.16029654067348578,0.2571770998113452,0.06492142069453433,0.138502987052199,0.029026577826345656,0.544,0.04539842015361284,0.5548878205128205,"{""QQQ_vol_target_12"": 0.3333333333333333, ""SPY_trend_150d"": 0.3333333333333333, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.3333333333333333}",-0.15490998903214515,-0.1629941013877526,-0.052126880592977765,-0.06673677774658837,-0.10770882268213311,-0.10965247757993646,-0.13526629027389936,-0.14087349920594017,full_gfc_2007_2021,True,True,False,False,False,False,False,False
full__s100__QQQ_vol_target_12__sector_low_ulcer_positive_trend__SPY_trend_150d__SPY_95_105_collar__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('QQQ_vol_target_12', 'sector_low_ulcer_positive_trend', 'SPY_trend_150d', 'SPY_95_105_collar', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 100% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.10055937756899858,0.1004169726543993,0.1083069331828625,0.7431174221616089,-0.1708995132665173,0.057186457246230796,0.5884123111115975,-0.017044266267321945,-0.10416352860753286,0.3178223421142583,501,501,255,255,39.5,0.16666666666666666,18,0,0.16201340151182503,0.25873820803283065,0.051225818231330766,0.1342305530566026,0.008843163702742629,0.48966666666666664,0.034555491609602695,0.5316506410256411,"{""QQQ_vol_target_12"": 0.2, ""SPY_95_105_collar"": 0.2, ""SPY_trend_150d"": 0.2, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.2, ""sector_low_ulcer_positive_trend"": 0.2}",-0.16431708439194037,-0.1708995132665172,-0.07022393394788984,-0.08013534681887668,-0.10076477469696976,-0.10274132280682258,-0.1275674083255901,-0.13197957710560226,full_gfc_2007_2021,True,True,False,False,False,False,False,False
full__s100__QQQ_vol_target_12__cross_asset_mom_126_top3__sector_low_ulcer_positive_trend__SPY_trend_150d__SPY_95_105_collar,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('QQQ_vol_target_12', 'cross_asset_mom_126_top3', 'sector_low_ulcer_positive_trend', 'SPY_trend_150d', 'SPY_95_105_collar'); 100% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.09805660660028903,0.09789870045189364,0.09932541537481537,0.7828689626657642,-0.13409026749099895,0.04863297106180068,0.7312731075495189,-0.015592326936342918,-0.0554980583485809,0.27647680577089795,491,491,255,255,46.0,0.0625,16,0,0.15648661278490483,0.2875606168442829,0.06077683816465296,0.12326380617457189,0.0229563972132536,0.43833333333333335,0.04239021343545346,0.43309294871794873,"{""QQQ_vol_target_12"": 0.2, ""SPY_95_105_collar"": 0.2, ""SPY_trend_150d"": 0.2, ""cross_asset_mom_126_top3"": 0.2, ""sector_low_ulcer_positive_trend"": 0.2}",-0.10646091718230033,-0.13409026749099973,-0.049303980394327485,-0.07632479751940258,-0.12473124767351429,-0.12740635738005934,-0.11095757617594804,-0.11872475401274696,full_gfc_2007_2021,True,True,False,False,False,False,False,False
full__s100__QQQ_vol_target_12__cross_asset_mom_126_top3__SPY_trend_150d__all_weather_sleeve_trend_200,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('QQQ_vol_target_12', 'cross_asset_mom_126_top3', 'SPY_trend_150d', 'all_weather_sleeve_trend_200'); 100% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.09648277596786148,0.09631119539561883,0.0872556472237489,0.875420230816017,-0.12812612197033968,0.03619615737787274,0.7530297060750546,-0.013556359387907066,-0.04859790585139334,0.20689682995277225,464,464,255,255,52.5,0.0,14,0,0.14209796751281328,0.31292281632796076,0.08197533624095632,0.10612143164210264,0.03633448626597535,0.312,0.04588338692800309,0.29767628205128205,"{""QQQ_vol_target_12"": 0.25, ""SPY_trend_150d"": 0.25, ""all_weather_sleeve_trend_200"": 0.25, ""cross_asset_mom_126_top3"": 0.25}",-0.005693773519446332,-0.07099856726236997,0.009418526974879438,-0.04776262171757917,-0.12626688691912935,-0.12812612197033957,-0.07171327123565752,-0.10269683367328153,full_gfc_2007_2021,True,True,False,False,False,False,False,False
full__s100__QQQ_vol_target_12__cross_asset_mom_126_top3__SPY_trend_150d__SPY_95_105_collar,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('QQQ_vol_target_12', 'cross_asset_mom_126_top3', 'SPY_trend_150d', 'SPY_95_105_collar'); 100% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.09690734391536848,0.09674584412796916,0.09651372672355542,0.7927573921799757,-0.12887934291570924,0.04727746589165267,0.751923013595349,-0.015096760292818558,-0.04958882615377436,0.2430696582706342,471,471,255,255,54.0,0.0,16,0,0.14174989674498167,0.2944105676506848,0.06501143812308574,0.11838462178220444,0.03104589332311969,0.389,0.045675953606465036,0.3389423076923077,"{""QQQ_vol_target_12"": 0.25, ""SPY_95_105_collar"": 0.25, ""SPY_trend_150d"": 0.25, ""cross_asset_mom_126_top3"": 0.25}",-0.10359201534235085,-0.12887934291571146,-0.0409103651377114,-0.06260573040596507,-0.12416021203259064,-0.12676668906378152,-0.10801422094499802,-0.11888537856581083,full_gfc_2007_2021,True,True,False,False,False,False,False,False
full__s100__cross_asset_mom_126_top3__all_weather_sleeve_trend_200__SPY_95_105_collar,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('cross_asset_mom_126_top3', 'all_weather_sleeve_trend_200', 'SPY_95_105_collar'); 100% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.08379694630602863,0.0836391622030892,0.07463168146544408,0.8651887449868243,-0.11364969599145713,0.0328828292563178,0.7373266208501562,-0.011300731618603996,-0.051734635071376434,0.180053190848511,502,502,255,255,54.5,0.0,10,0,0.14441333823287403,0.2911198282922848,0.07847777837278991,0.0873064736578868,0.02776022286346924,0.14666666666666667,0.03670302319838248,0.1266025641025641,"{""SPY_95_105_collar"": 0.3333333333333333, ""all_weather_sleeve_trend_200"": 0.3333333333333333, ""cross_asset_mom_126_top3"": 0.3333333333333333}",0.010524407667886537,-0.09707997105504684,0.014737602475499045,-0.036564898513885224,-0.10674556461851936,-0.1083806770300958,-0.045930830056227556,-0.07935911431621234,full_gfc_2007_2021,False,True,False,False,False,False,False,False
full__s100__QQQ_vol_target_12__cross_asset_mom_126_top3__SPY_trend_150d__all_weather_sleeve_trend_200__SPY_95_105_collar,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('QQQ_vol_target_12', 'cross_asset_mom_126_top3', 'SPY_trend_150d', 'all_weather_sleeve_trend_200', 'SPY_95_105_collar'); 100% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.09210443119480405,0.0919367328559828,0.08361806942504219,0.8546352820443686,-0.11388961682737353,0.036374828594680365,0.8087166658432959,-0.01295019463330831,-0.046632674812188024,0.2013901091832737,464,464,255,255,58.0,0.0,13,0,0.138793284776492,0.30706505690150393,0.06909279108725497,0.10749450818365491,0.03346878426318067,0.28,0.050273784981094805,0.24479166666666666,"{""QQQ_vol_target_12"": 0.2, ""SPY_95_105_collar"": 0.2, ""SPY_trend_150d"": 0.2, ""all_weather_sleeve_trend_200"": 0.2, ""cross_asset_mom_126_top3"": 0.2}",-0.0556911409490376,-0.09253056898849032,-0.015459638261283049,-0.051508367680383804,-0.11199726325436632,-0.1138896168273742,-0.07922919819508889,-0.1012495381227353,full_gfc_2007_2021,True,True,False,False,False,False,False,False
full__s100__sector_low_ulcer_positive_trend__SPY_trend_150d__retail_all_weather_fixed__all_weather_sleeve_trend_200__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('sector_low_ulcer_positive_trend', 'SPY_trend_150d', 'retail_all_weather_fixed', 'all_weather_sleeve_trend_200', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 100% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.09465060393786362,0.09448535849015749,0.08373444012707877,0.8828454140185176,-0.12413207548715666,0.03410526664990501,0.7624991652351504,-0.013083382165708883,-0.06097293225769529,0.21196042637812984,440,440,255,255,58.5,0.1,10,0,0.13306895031857016,0.30186989547248727,0.0694773082024569,0.1115138413842478,0.03628598579766451,0.37966666666666665,0.04951152869432396,0.328525641025641,"{""SPY_trend_150d"": 0.2, ""all_weather_sleeve_trend_200"": 0.2, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.2, ""retail_all_weather_fixed"": 0.2, ""sector_low_ulcer_positive_trend"": 0.2}",-0.06615243021212891,-0.0969183203580466,0.00012975836510853433,-0.04700960404070853,-0.0827040029040238,-0.0841997067198601,-0.07219818174708892,-0.09153194629058381,full_gfc_2007_2021,True,True,False,False,False,False,False,False
full__s100__sector_low_ulcer_positive_trend__SPY_trend_150d__retail_all_weather_fixed__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('sector_low_ulcer_positive_trend', 'SPY_trend_150d', 'retail_all_weather_fixed', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 100% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.10020527567081783,0.10004664648463102,0.09674359729701695,0.8231595827849909,-0.13932211533803607,0.04298945114401701,0.7192345266054181,-0.015245979634765788,-0.0674114389855669,0.25681604552015136,455,455,255,255,64.0,0.07142857142857142,14,0,0.1420128470933955,0.2883066991071265,0.06557933466805932,0.12356849816725424,0.022994840928171723,0.44133333333333336,0.050818478527903554,0.41346153846153844,"{""SPY_trend_150d"": 0.25, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.25, ""retail_all_weather_fixed"": 0.25, ""sector_low_ulcer_positive_trend"": 0.25}",-0.11595479046728618,-0.12906363900364026,-0.021809362002767285,-0.057098304109925335,-0.08788935264104603,-0.08997147903850977,-0.0993737863106694,-0.10698325273638631,full_gfc_2007_2021,True,True,False,False,False,False,False,False
full__s100__QQQ_vol_target_12__cross_asset_mom_126_top3__sector_low_ulcer_positive_trend__SPY_trend_150d__retail_all_weather_fixed,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('QQQ_vol_target_12', 'cross_asset_mom_126_top3', 'sector_low_ulcer_positive_trend', 'SPY_trend_150d', 'retail_all_weather_fixed'); 100% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.10030899035133767,0.10013959532850514,0.09244115730588927,0.8626312716339903,-0.1252644984937582,0.039380018003151614,0.8007774872968972,-0.014401686403593423,-0.04655052686071015,0.23077900174271138,464,464,255,255,71.5,0.07142857142857142,14,0,0.1349694135337807,0.30785692416454336,0.0757275377702138,0.11676661504927965,0.03658946087704473,0.413,0.05138505609708077,0.40625,"{""QQQ_vol_target_12"": 0.2, ""SPY_trend_150d"": 0.2, ""cross_asset_mom_126_top3"": 0.2, ""retail_all_weather_fixed"": 0.2, ""sector_low_ulcer_positive_trend"": 0.2}",-0.07317740207618173,-0.1163783182737943,-0.012062083733113349,-0.06382930989379065,-0.12274544339035542,-0.12492191981555556,-0.09963773215037108,-0.12145064033294761,full_gfc_2007_2021,True,True,False,False,False,False,False,False
full__s100__QQQ_vol_target_12__sector_low_ulcer_positive_trend__SPY_trend_150d__retail_all_weather_fixed__all_weather_sleeve_trend_200,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('QQQ_vol_target_12', 'sector_low_ulcer_positive_trend', 'SPY_trend_150d', 'retail_all_weather_fixed', 'all_weather_sleeve_trend_200'); 100% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.09344478510959697,0.09327790945994185,0.08136402680335762,0.8925056768688766,-0.11021873067099386,0.0342564639099828,0.847812205246061,-0.01263291864405645,-0.0380510072798278,0.21095413042492783,459,459,255,255,72.0,0.08333333333333333,12,0,0.1384018066753077,0.30517938075367357,0.06562664797778783,0.11211842543445516,0.03594590622986016,0.4083333333333333,0.0546305981800832,0.34294871794871795,"{""QQQ_vol_target_12"": 0.2, ""SPY_trend_150d"": 0.2, ""all_weather_sleeve_trend_200"": 0.2, ""retail_all_weather_fixed"": 0.2, ""sector_low_ulcer_positive_trend"": 0.2}",-0.07303261245545967,-0.1057018021672902,-0.0086639429348766,-0.0579924948927284,-0.09502084628630947,-0.0962012713438275,-0.07890970923563323,-0.10509725952375881,full_gfc_2007_2021,True,True,False,False,False,False,False,False
full__s100__SPY_trend_150d__all_weather_sleeve_trend_200__SPY_95_105_collar__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('SPY_trend_150d', 'all_weather_sleeve_trend_200', 'SPY_95_105_collar', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 100% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.08981378362926073,0.08965899782185183,0.08615234296257887,0.8025994992918415,-0.12763930057990314,0.04040337540607561,0.7036530537319629,-0.013627826033314264,-0.06742024619073061,0.21946474195215648,464,464,255,255,74.0,0.0,12,0,0.13741178169393028,0.28400793524385476,0.05727475712112562,0.11173866865515891,0.026907485804204878,0.291,0.046569497658776715,0.21193910256410256,"{""SPY_95_105_collar"": 0.25, ""SPY_trend_150d"": 0.25, ""all_weather_sleeve_trend_200"": 0.25, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.25}",-0.09515206021641609,-0.1074752510540471,-0.025963262232780338,-0.04166618268913824,-0.07413560472216785,-0.07574986588544352,-0.07401283921169255,-0.08449503183174756,full_gfc_2007_2021,False,True,False,False,False,False,False,False
full__s100__QQQ_vol_target_12__sector_low_ulcer_positive_trend__SPY_trend_150d__retail_all_weather_fixed__SPY_95_105_collar,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('QQQ_vol_target_12', 'sector_low_ulcer_positive_trend', 'SPY_trend_150d', 'retail_all_weather_fixed', 'SPY_95_105_collar'); 100% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.09369408189102302,0.09353793222159767,0.09045476003183854,0.8048753674831914,-0.15573882040030673,0.04752725097158187,0.6016103220134477,-0.014050657370148453,-0.07807694402952947,0.2432724639280508,494,494,255,255,76.0,0.07692307692307693,13,0,0.14267187571080966,0.28549553747360445,0.0520702196940217,0.12193792155923755,0.014324309416413383,0.48033333333333333,0.03919411479992663,0.3854166666666667,"{""QQQ_vol_target_12"": 0.2, ""SPY_95_105_collar"": 0.2, ""SPY_trend_150d"": 0.2, ""retail_all_weather_fixed"": 0.2, ""sector_low_ulcer_positive_trend"": 0.2}",-0.1473344874511524,-0.15573882040030596,-0.04867844046646075,-0.06987543685243247,-0.09329815396920615,-0.09510076883995,-0.10788554197210631,-0.11806453993278943,full_gfc_2007_2021,True,True,False,False,False,False,False,False
full__s75__SPY_trend_150d__SPY_95_105_collar__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('SPY_trend_150d', 'SPY_95_105_collar', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 75% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.07642342471053376,0.07628629021757094,0.07907944869604952,0.7076319801641627,-0.11610103814576411,0.040357513256441054,0.6582492795162145,-0.012478387466733687,-0.05742528448093642,0.20697855434944668,478,478,255,255,76.0,0.0,11,0,0.1422307361475205,0.25474150108784804,0.04418476495700796,0.09814763272934646,0.01879292215473738,0.15366666666666667,0.0323836146090013,0.12099358974358974,"{""SHY"": 0.25, ""SPY_95_105_collar"": 0.25, ""SPY_trend_150d"": 0.25, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.25}",-0.1101805220056421,-0.11610103814576489,-0.04662892516429129,-0.04699139227681082,-0.05623973005011651,-0.058022389494281734,-0.07900283455848789,-0.08240247972974879,full_gfc_2007_2021,False,True,False,False,False,False,False,False
full__s75__QQQ_vol_target_12__sector_low_ulcer_positive_trend__SPY_trend_150d__SPY_95_105_collar__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('QQQ_vol_target_12', 'sector_low_ulcer_positive_trend', 'SPY_trend_150d', 'SPY_95_105_collar', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 75% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.08042954747902553,0.08028613397314044,0.08028799831047874,0.7417777225500016,-0.11214008478182513,0.03901747620151234,0.7172238868510378,-0.012590441472333319,-0.06364913373778502,0.2319913582958235,466,466,255,255,76.5,0.0,12,0,0.16204645722533492,0.26542193886274645,0.04689072111786863,0.10305095065705872,0.01892704723217986,0.21433333333333332,0.034252722849547945,0.1594551282051282,"{""QQQ_vol_target_12"": 0.15, ""SHY"": 0.25, ""SPY_95_105_collar"": 0.15, ""SPY_trend_150d"": 0.15, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.15, ""sector_low_ulcer_positive_trend"": 0.15}",-0.10691330815949396,-0.11214008478182491,-0.05206205610950465,-0.05926051669467769,-0.07335196573563918,-0.0748180401529156,-0.09208027613077963,-0.09558693695066578,full_gfc_2007_2021,False,True,False,False,False,False,False,False
full__s100__QQQ_vol_target_12__sector_low_ulcer_positive_trend__SPY_trend_150d__all_weather_sleeve_trend_200__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('QQQ_vol_target_12', 'sector_low_ulcer_positive_trend', 'SPY_trend_150d', 'all_weather_sleeve_trend_200', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 100% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.10062692327805856,0.10046775029113797,0.09746908503512054,0.8192559660653367,-0.13451865161057086,0.043322621135423046,0.7480518283023809,-0.015497583923862218,-0.049761519639010765,0.28392627841388873,442,442,255,255,77.5,0.14285714285714285,14,0,0.1601351610821758,0.2891919763276325,0.06518328467169865,0.12455680783061718,0.03068401465548276,0.454,0.050266169866124866,0.47716346153846156,"{""QQQ_vol_target_12"": 0.2, ""SPY_trend_150d"": 0.2, ""all_weather_sleeve_trend_200"": 0.2, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.2, ""sector_low_ulcer_positive_trend"": 0.2}",-0.0910910025883156,-0.11393828181968035,-0.030770474418183924,-0.06771770151270007,-0.10247788867894925,-0.10383881608489842,-0.09904324746567672,-0.10760224160263732,full_gfc_2007_2021,True,True,False,False,False,False,False,False
full__s75__cross_asset_mom_126_top3__sector_low_ulcer_positive_trend__SPY_trend_150d__retail_all_weather_fixed__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('cross_asset_mom_126_top3', 'sector_low_ulcer_positive_trend', 'SPY_trend_150d', 'retail_all_weather_fixed', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 75% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.08083876686999192,0.0806851384148699,0.07070793487358626,0.8538606808517002,-0.10318625774288037,0.02868640384837658,0.7834257064678714,-0.010948825764649152,-0.05075076932459588,0.17079745938600843,464,464,255,255,79.0,0.1111111111111111,9,0,0.13205661313881806,0.28423436333699575,0.06773253571632476,0.08953840359860776,0.03050505675187143,0.193,0.03761194931764189,0.11939102564102565,"{""SHY"": 0.25, ""SPY_trend_150d"": 0.15, ""cross_asset_mom_126_top3"": 0.15, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.15, ""retail_all_weather_fixed"": 0.15, ""sector_low_ulcer_positive_trend"": 0.15}",-0.029520487256018302,-0.08206325122374969,-0.0015019339545248034,-0.039124797077306095,-0.08091033777248036,-0.08284690387488591,-0.06539062956559538,-0.07825100088090442,full_gfc_2007_2021,False,True,False,False,False,False,False,False
full__s75__cross_asset_mom_126_top3__SPY_95_105_collar,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('cross_asset_mom_126_top3', 'SPY_95_105_collar'); 75% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.07223522903592383,0.07208847699042886,0.06800126795919376,0.7724038903270127,-0.09735660008217084,0.031490078695022294,0.7419654032182298,-0.010321281282192701,-0.04309505974249028,0.16559947475764836,502,502,255,255,82.0,0.0,9,0,0.1506857136217278,0.2736875675855444,0.0649200491270554,0.07706940734613354,0.01929115316751262,0.024333333333333332,0.031974250881939836,0.015224358974358974,"{""SHY"": 0.25, ""SPY_95_105_collar"": 0.375, ""cross_asset_mom_126_top3"": 0.375}",-0.02196800056233017,-0.09735660008217129,-0.015542037776639317,-0.03802802847427622,-0.09459925012191261,-0.0968308451728902,-0.06170365034162162,-0.0750579924614253,full_gfc_2007_2021,False,True,False,False,False,False,False,False
full__s75__sector_low_ulcer_positive_trend__SPY_trend_150d__retail_all_weather_fixed__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('sector_low_ulcer_positive_trend', 'SPY_trend_150d', 'retail_all_weather_fixed', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 75% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.07989945210663385,0.07974993896711036,0.0720081605259576,0.8214145100116488,-0.10498843393993063,0.029542892835965943,0.761030992731528,-0.011287863899000898,-0.049180170622698194,0.18862487269072425,440,440,255,255,83.5,0.0,8,0,0.1420638887195064,0.2768562327063501,0.057328685205506824,0.09499250473199794,0.02802937673904493,0.21966666666666668,0.04291963764134854,0.1486378205128205,"{""SHY"": 0.25, ""SPY_trend_150d"": 0.1875, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.1875, ""retail_all_weather_fixed"": 0.1875, ""sector_low_ulcer_positive_trend"": 0.1875}",-0.06855987639448247,-0.08708822051135467,-0.0153886496424962,-0.04225366964999533,-0.06348948294135215,-0.06511391303928737,-0.0703548466936722,-0.07758484673615473,full_gfc_2007_2021,False,True,False,False,False,False,False,False
