strategy,family,independence_group,evidence,description,implementation_note,start,end,years,cagr,stress_cagr,annual_vol,excess_shy_sharpe,max_drawdown,ulcer_index,calmar,cvar_5pct_daily,worst_calendar_year,best_calendar_year,largest_year_abs_excess_share,annual_turnover,cagr_2007_2012,cagr_2013_2021,rolling_3y_min,rolling_3y_target_share,rolling_5y_min,rolling_5y_target_share,latest_weights,GFC_return,GFC_maxdd,2011_euro_US_downgrade_return,2011_euro_US_downgrade_maxdd,2018_Q4_return,2018_Q4_maxdd,COVID_crash_return,COVID_crash_maxdd,deflated_sharpe_probability,target_gate,selection_score,max_underwater_days,max_trough_to_recovery_days,max_5pct_trough_to_recovery_days,median_5pct_trough_to_recovery_days,share_5pct_recovered_within_20d,n_5pct_drawdowns,n_unrecovered_5pct_drawdowns
SPY_90_110_collar,Synthetic SPY option overlay,option_overlay,synthetic_proxy,"Synthetic SPY overlay: put ratio SPY_90_110_collar, frozen VIX/Black-Scholes/skew model; quarterly puts and monthly calls where applicable.","SPY options; model-risk screen, not historical executable chains",2007-01-03,2021-12-31,14.98015873015873,0.0981031510485779,0.0875220248026795,0.1244351781841553,0.6416178511494149,-0.3477623512081342,0.0921689173499281,0.2820982510262119,-0.0184346175817175,-0.2148193578011684,0.2840089377334625,0.1530885348063999,,0.0271122339304668,0.1480794582546767,-0.0507075123874749,0.5357615894039736,-0.0014019652323697,0.6323529411764706,{},-0.3424949467300183,-0.3477623512081356,-0.1168826267292912,-0.1174590252654566,-0.1056587895574446,-0.1082946281063725,-0.1579765267167834,-0.1619726146379105,0.8363704278298922,False,-0.0959949041621976,823,469,469,42.0,0.13333333333333333,15,0
SPY_drawdown_soft,Equity P&L control,pnl_drawdown,long_rule,Weekly SPY high-water drawdown exposure ladder (soft); residual SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0924522918320205,0.0912312880711085,0.134128541733534,0.5707020794530467,-0.3366050589663956,0.100265482417455,0.2746610289099973,-0.0210713787762677,-0.2014068653497367,0.3230772717957053,0.1528942234304824,2.236383742816846,0.0152046035693464,0.1471398038373159,-0.0608973800632399,0.4933818663136995,-0.0192346348070794,0.6223193010325655,"{""SPY"": 1.0}",-0.3303573222619286,-0.3366050589663957,-0.1170459050140618,-0.117541651981786,-0.1505271225093275,-0.1534682033040124,-0.2254043053421915,-0.2290901209983863,0.7587598087749019,False,-0.1446009379276656,1242,888,888,33.0,0.26666666666666666,15,0
cross_asset_mom_252_top4,Cross-asset tactical,tactical_momentum,long_rule,Monthly top-4 252d cross-asset momentum with 12m SHY hurdle.,ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0646430465032767,0.0624066952449129,0.1274527877945384,0.4118712274376655,-0.2467106695576476,0.0856667690855662,0.2620196630294985,-0.0198860313740128,-0.1539552405594557,0.1963761281264431,0.1333318329554073,4.204301953533851,0.0715431235898012,0.060071725191763,-0.0263069257122672,0.0893448047650562,-0.0158405339408159,0.0484511517077045,"{""DBC"": 0.25029135459087015, ""EFA"": 0.24419644373343083, ""SPY"": 0.24607521450101288, ""VNQ"": 0.2594369871746862}",0.0403504324405483,-0.1897597397991314,-0.1449383326490717,-0.1481486915348594,-0.2051736896697619,-0.20813948222285,-0.0759822740031385,-0.1238781877492224,0.5382128454916416,False,-0.1767523071787637,818,590,590,82.0,0.15384615384615385,13,0
defensive_sectors_equal,Fixed allocation,sector_defensive,long_rule,"Quarterly rebalanced fixed ETF weights: {'XLP': 0.3333333333333333, 'XLV': 0.3333333333333333, 'XLU': 0.3333333333333333}",ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.1046895523937121,0.1045972182692589,0.1542993440981947,0.5904374525963079,-0.3908119256784563,0.0885366756778311,0.2678770669855308,-0.023010800210223,-0.2203869150061137,0.2657079478462711,0.1682003395775945,0.1671836403669234,0.0545989208435009,0.1393671045819349,-0.0470043704860192,0.6455989410986102,0.0283601742187205,0.7033359809372518,"{""XLP"": 0.33428913826334455, ""XLU"": 0.3356190621964127, ""XLV"": 0.33009179954024276}",-0.3563428125709529,-0.3908119256784584,-0.0776402893764459,-0.1227754788388441,-0.0825202379106018,-0.1161388701655879,-0.2948154474269527,-0.2948154474269527,0.7835745979331048,False,-0.1864356283913831,849,538,538,55.0,0.2,15,0
SPY_70_IEF_30,Fixed allocation,balanced_static,long_rule,"Quarterly rebalanced fixed ETF weights: {'SPY': 0.7, 'IEF': 0.3}",ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0941202677830921,0.0940032007119429,0.1292550126843291,0.600340266512292,-0.3832719329254307,0.0793968868393596,0.2455704675912288,-0.0200279999781204,-0.2250703759817939,0.2415014954355334,0.1769130736696981,0.2140072640112864,0.0476254675889455,0.1262288500445454,-0.0395771655518401,0.5622104566512244,0.026884443402332,0.573868149324861,"{""IEF"": 0.2802254392193033, ""SPY"": 0.7197745607806967}",-0.3797715664967392,-0.3832719329254295,-0.0946540158131833,-0.101832528794609,-0.1226873364677885,-0.124541722115916,-0.2155626948041513,-0.2181461882884457,0.7942583606488492,False,-0.1937507585908604,814,460,460,43.0,0.08333333333333333,12,0
QQQ_buy_hold,Fixed allocation,static_equity,long_rule,Quarterly rebalanced fixed ETF weights: {'QQQ': 1.0},ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.1694419859997913,0.1694030035243388,0.2187084621262965,0.7264086615506704,-0.5340399680377191,0.1260889203514306,0.3172833423355752,-0.0333354620909362,-0.417271508050378,0.5468412473782682,0.1822057874722217,0.0666862756072321,0.0783821414780241,0.234322481134074,-0.0383768343924181,0.8676373262739907,0.0398963548683841,0.8621922160444797,"{""QQQ"": 1.0}",-0.5134557748001587,-0.5340399680377179,-0.1314653799775087,-0.1609927606227174,-0.2254129044451891,-0.2269937477821615,-0.2722561485768598,-0.2855936712522551,0.904088217026994,False,-0.3073435052092962,781,515,515,31.5,0.2692307692307692,26,0
SPY_95_110_collar,Synthetic SPY option overlay,option_overlay,synthetic_proxy,"Synthetic SPY overlay: put ratio SPY_95_110_collar, frozen VIX/Black-Scholes/skew model; quarterly puts and monthly calls where applicable.","SPY options; model-risk screen, not historical executable chains",2007-01-03,2021-12-31,14.98015873015873,0.0576938719997,0.0418199107570111,0.1022580525469901,0.403702964859425,-0.3149121248921223,0.1012279611543934,0.183206257998049,-0.0148918930535439,-0.1933610424815545,0.2273751230187823,0.1650952349095631,,-0.0112299066892584,0.1062371553069103,-0.0636915565226414,0.290728476821192,-0.0324517264101958,0.1307631160572337,{},-0.3077776833800648,-0.3124225009527638,-0.1097404880065835,-0.1101899979620605,-0.0638710538321047,-0.0658525924253183,-0.1116363341756917,-0.1157075674461711,0.5257885693572564,False,-0.3137866037626051,1466,1055,1055,48.0,0.2222222222222222,9,0
SPY_80_IEF_20,Fixed allocation,balanced_static,long_rule,"Quarterly rebalanced fixed ETF weights: {'SPY': 0.8, 'IEF': 0.2}",ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0986632981021695,0.0985647320440796,0.1524705719385838,0.5572823414088002,-0.444126113423738,0.0985137195582639,0.2221515356113175,-0.0237325686572884,-0.2746063500272301,0.2649800144314473,0.1905544196542402,0.1794430519082795,0.0400367820633895,0.1395355752531724,-0.0611078460018535,0.6297154202514891,0.0134928676050696,0.6620333598093725,"{""IEF"": 0.18507421598763685, ""SPY"": 0.8149257840123633}",-0.440276829528511,-0.4441261134237376,-0.1225019704124454,-0.1236454276473002,-0.144834472179668,-0.1468672547851968,-0.2551215351434759,-0.2579395588991668,0.7440973573133538,False,-0.3317045833390694,845,491,491,43.0,0.15384615384615385,13,0
ETF_QMOM,Live smart-beta ETF,smart_beta_live,short_live_product,"Buy-and-hold live ETF QMOM, evaluated only from its actual inception through 2021.",ETF-only,2015-12-02,2021-12-31,6.079365079365079,0.1234309399916497,0.1233363891161603,0.2770287050801834,0.5090193625683803,-0.391260859702417,0.1277765065360512,0.3154696845616712,-0.0432342766897708,-0.1174630336625321,0.6193407963076967,0.4193559906738039,0.0,,0.1234309399916497,-0.0448047407722453,0.6821106821106822,0.1345775193008833,1.0,"{""QMOM"": 1.0}",,,,,-0.31435298792474,-0.31435298792474,-0.3844069128775124,-0.3912608597024168,,False,-0.3395469890213967,333,264,264,20.0,0.5333333333333333,15,1
cross_asset_mom_252_top3,Cross-asset tactical,tactical_momentum,long_rule,Monthly top-3 252d cross-asset momentum with 12m SHY hurdle.,ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0582674976371531,0.0558178985444024,0.1380157036596049,0.3469432174128515,-0.2842693517600355,0.1103849726384492,0.2049728445095949,-0.0213107280929999,-0.1752049508316486,0.2171426477351465,0.1307679230611736,4.633150544412214,0.047090850270999,0.0657781396586039,-0.0403511420559677,0.085704831237591,-0.0157258140012195,0.0309769658459094,"{""DBC"": 0.33115927083914554, ""SPY"": 0.32558091644414416, ""VNQ"": 0.34325981271671036}",-0.0164623544870179,-0.2577765735880922,-0.1176955322090334,-0.1218953534126248,-0.2163380067261461,-0.2211426512366756,0.016650092656373,-0.1054160259918958,0.4386998182803708,False,-0.3442844646053453,814,586,586,37.0,0.25,12,0
sector_momentum_189_invvol,Sector allocation,sector_rotation,long_rule,"Monthly top-3 legacy-sector 189d momentum, invvol sizing.",ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.1057963125515446,0.102257659813588,0.1887859843981695,0.5186374808937945,-0.4541144537167803,0.1121085353477794,0.2329727928402982,-0.0291481451360938,-0.2960172262586935,0.384310058844056,0.2007949005103665,6.408841715799065,0.0341677798490305,0.1562385753401141,-0.0711235854605484,0.701191264063534,0.0029670871354749,0.7478157267672756,"{""XLK"": 0.29268502889811215, ""XLV"": 0.41735546052555816, ""XLY"": 0.2899595105763296}",-0.445671251781371,-0.4541144537167816,-0.1564026451854965,-0.1951211150133158,-0.1445274221433155,-0.1464268371983832,-0.3112693357165209,-0.3112693357165209,0.6934174720538199,False,-0.3805282691548434,876,522,522,20.0,0.47619047619047616,21,1
ETF_VIG,Live smart-beta ETF,smart_beta_live,live_product_medium,"Buy-and-hold live ETF VIG, evaluated only from its actual inception through 2021.",ETF-only,2006-05-02,2021-12-31,15.658730158730158,0.1040190507557636,0.1039837511868018,0.1765331319405715,0.524403692607381,-0.468050800916806,0.1013877307550465,0.2222388051724594,-0.0271069151174265,-0.2669162530764066,0.2961875540203278,0.1744611420330012,0.0,0.039234500146857,0.1476388707294558,-0.0722609712069963,0.6251958633657161,0.0055885111658458,0.6948269445478229,"{""VIG"": 1.0}",-0.4646013868907275,-0.4680508009168052,-0.1601189412868719,-0.1601189412868719,-0.1634600925572158,-0.1660219459142089,-0.315118963618908,-0.3163255989217237,,False,-0.3843867712082229,845,491,491,23.0,0.36363636363636365,22,0
sector_momentum_189_equal,Sector allocation,sector_rotation,long_rule,"Monthly top-3 legacy-sector 189d momentum, equal sizing.",ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.107497317074825,0.1043122363182935,0.1952649760267348,0.5155955558910731,-0.4785208471983799,0.1231700933002527,0.2246450028336173,-0.0302188955127651,-0.3146112876507596,0.3760573756053385,0.2039227657163312,5.757712608505658,0.0341305929971265,0.1592311419237069,-0.0758104993476428,0.7193911317008603,0.0024198970069047,0.7374900714853058,"{""XLK"": 0.33138848824502604, ""XLV"": 0.34573847952825076, ""XLY"": 0.32287303222672314}",-0.4522775558416927,-0.478520847198379,-0.1603458227801136,-0.197907045955049,-0.1505080870119214,-0.1524054356392759,-0.3112006606416313,-0.3112656112953226,0.6892249147521039,False,-0.4343671268046069,1083,883,883,31.0,0.42105263157894735,19,1
sector_defensive_cyclical_barbell_fixed,Fixed allocation,sector_static,long_rule,"Quarterly rebalanced fixed ETF weights: {'XLP': 0.16666666666666666, 'XLV': 0.16666666666666666, 'XLU': 0.16666666666666666, 'XLK': 0.08333333333333333, 'XLF': 0.08333333333333333, 'XLI': 0.08333333333333333, 'XLY': 0.08333333333333333, 'XLE': 0.08333333333333333, 'XLB': 0.08333333333333333}",ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.1036309065047589,0.1035040663081952,0.1824170748755396,0.5186432421610293,-0.4927337020722807,0.1107462924290773,0.2103182836264708,-0.0283268028335028,-0.318476614745762,0.297886252829626,0.2001018931807437,0.2298875214111716,0.0435225172488809,0.1455768675157791,-0.0745334546487913,0.657180675049636,0.0082316505684012,0.6699761715647339,"{""XLB"": 0.0852720318759326, ""XLE"": 0.07857861939440308, ""XLF"": 0.07739827253273202, ""XLI"": 0.08058738977610802, ""XLK"": 0.0864890745447367, ""XLP"": 0.16930195087788805, ""XLU"": 0.16997549569468148, ""XLV"": 0.1671761934033612, ""XLY"": 0.08522097190015686}",-0.4853234939209643,-0.4927337020722818,-0.152530496406497,-0.1549982074075263,-0.1506999080218117,-0.155659490595813,-0.3431430435972082,-0.3443220698381378,0.6936117027053065,False,-0.4513421975678441,847,536,536,26.5,0.3888888888888889,18,0
Cboe_SPX_PUT_proxy,External SPX option-index proxy,external_option_proxy,external_proxy,Cboe ^PUT total-return index proxy; SPX options make it ineligible for implementation.,External SPX option index; reference only,2007-01-03,2021-12-31,14.98015873015873,0.0674677101763738,0.0674677101763738,0.1844197433234602,0.3394433267841281,-0.3709405381464365,0.0788848241064268,0.1818828174281118,-0.0250866213264839,-0.2676700346192628,0.315065614650682,0.2313344137229512,,0.047356784419712,0.0810588404675973,-0.0582236394835191,0.1516556291390728,-0.0052698827213152,0.1287758346581876,{},-0.3468093553098612,-0.3709405381464369,-0.145884477199932,-0.1465443642262065,-0.1528830001951624,-0.1554363053552697,-0.2887066041809284,-0.3003980020354975,,False,-0.4881227380838038,620,419,419,73.0,0.09090909090909091,11,0
GEM_SPY_VEU_AGG,Cross-asset tactical,dual_momentum,long_rule,"Monthly GEM: SPY absolute momentum versus SHY, SPY versus VEU, else AGG.",ETF-only,2008-04-01,2021-12-31,13.75,0.0680700137616763,0.0661686296492465,0.1594870006400958,0.4094889876444613,-0.3887414290029164,0.10321916234026,0.1751035744666299,-0.0255829340471046,-0.1026556045954769,0.2966039593778198,0.174806352661428,3.5618554359184045,0.0488345775042688,0.0783770749892489,-0.0883034207519996,0.2088560885608856,-0.0548861541662988,0.2633726201269266,"{""SPY"": 1.0}",,,-0.1714722436165185,-0.1731295236646501,-0.189224897430755,-0.1920319971583166,-0.3340034681964832,-0.337172528469891,0.5329028444115324,False,-0.4897391685741413,906,366,366,38.0,0.36363636363636365,11,0
sector_momentum_multi_horizon_invvol,Sector allocation,sector_rotation,long_rule,"Monthly top-3 average 3/6/12m sector ranks, invvol sizing.",ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0849577329422035,0.0809222286796103,0.1858911065575602,0.424103070993476,-0.4437871410669229,0.1163272809985997,0.1914380230530202,-0.0285605284961913,-0.2794718102177508,0.3655790110530259,0.2171038615502812,7.4509653562943186,0.0072612256619508,0.14000732493272,-0.0848059203098369,0.5215089344804765,-0.0207739412616655,0.5416997617156474,"{""XLE"": 0.22908250470774297, ""XLK"": 0.387261862251731, ""XLY"": 0.383655633040526}",-0.434398277609748,-0.4437871410669242,-0.1343672514283109,-0.1738712791174035,-0.1552118121155423,-0.157087504503522,-0.322819324434461,-0.3238392092409718,0.5568490155468528,False,-0.5133229653011931,1312,978,978,33.0,0.35294117647058826,17,1
sector_momentum_multi_horizon_equal,Sector allocation,sector_rotation,long_rule,"Monthly top-3 average 3/6/12m sector ranks, equal sizing.",ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0868879297651712,0.0832013305492105,0.1907824084639858,0.4272003125960108,-0.4510044442118072,0.1155799291963707,0.1926542651193159,-0.0293194008683937,-0.3022381220470617,0.3656239990827272,0.2265125148612302,6.792224147194972,0.0110519550264944,0.1405311547400738,-0.08131264283108,0.5102581072137657,-0.0186327760023186,0.5051628276409849,"{""XLE"": 0.3349503080512451, ""XLK"": 0.3368527800073098, ""XLY"": 0.3281969119414451}",-0.4410147070732814,-0.4510044442118062,-0.144820140703818,-0.1803730956955419,-0.1598414741319441,-0.1617179765464391,-0.3213799367247671,-0.3233485230930202,0.561537710399587,False,-0.5208639126063495,857,523,523,37.0,0.29411764705882354,17,1
global_50_20_10_bond_gold,Fixed allocation,global_balanced,long_rule,"Quarterly rebalanced fixed ETF weights: {'SPY': 0.5, 'EFA': 0.2, 'EEM': 0.1, 'IEF': 0.15, 'GLD': 0.05}",ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0797682778493076,0.0796573906153168,0.1632339913958567,0.4285197462473598,-0.4648831219717988,0.1056705048561297,0.1715878122461641,-0.0252751602937703,-0.3026807368204628,0.2503272246692929,0.217977474400286,0.2054203581370718,0.0406357764824607,0.1066467418236982,-0.0552031167191748,0.4119788219722038,0.005676377374254,0.318506751389992,"{""EEM"": 0.0934588831431955, ""EFA"": 0.19464753703977627, ""GLD"": 0.0492761405561495, ""IEF"": 0.14190740339972224, ""SPY"": 0.5207100358611564}",-0.4548812706870138,-0.4648831219717976,-0.1441832930070558,-0.1454573114402458,-0.1270467665266246,-0.1284334256325928,-0.2532395911812343,-0.2562474427958493,0.5637370591168824,False,-0.5383979119306892,860,522,522,62.5,0.0,12,0
legacy_sectors_equal,Fixed allocation,sector_static,long_rule,"Quarterly rebalanced fixed ETF weights: {'XLK': 0.1111111111111111, 'XLF': 0.1111111111111111, 'XLV': 0.1111111111111111, 'XLI': 0.1111111111111111, 'XLY': 0.1111111111111111, 'XLP': 0.1111111111111111, 'XLE': 0.1111111111111111, 'XLU': 0.1111111111111111, 'XLB': 0.1111111111111111}",ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.1021703979736445,0.1020418279963373,0.1969568288043576,0.4880582848524863,-0.5284775698681823,0.1220479892181711,0.1933296771689456,-0.0308275084294688,-0.3496879331726361,0.3083032232639144,0.2084573575487775,0.2333270411397122,0.0386739623142977,0.1466034693197013,-0.0860724897384641,0.6396426207809398,-0.0003795067002346,0.6505162827640985,"{""XLB"": 0.11418732509188184, ""XLE"": 0.10522421197978314, ""XLF"": 0.10364361576494312, ""XLI"": 0.10791414573138434, ""XLK"": 0.11581706046719954, ""XLP"": 0.11335567171491058, ""XLU"": 0.11380664185873832, ""XLV"": 0.11193237644171089, ""XLY"": 0.11411895094944823}",-0.5236744903643886,-0.528477569868181,-0.177440148467835,-0.177440148467835,-0.1735083467388903,-0.1781831489404935,-0.3597751939390659,-0.3619073482974975,0.6512182990959551,False,-0.5623399078728941,890,539,539,32.0,0.3333333333333333,18,0
sector_momentum_252_equal,Sector allocation,sector_rotation,long_rule,"Monthly top-3 legacy-sector 252d momentum, equal sizing.",ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0851161484707621,0.0821614264580561,0.1937473799243907,0.4152830205671678,-0.4603277262422841,0.1206796210892826,0.1849033712689358,-0.0297175736729235,-0.290191119944245,0.3771516558930192,0.1911072273520543,5.45125544144415,0.0252023431062362,0.1269538804235876,-0.0674468610164189,0.4447385837193911,-0.0100224756373162,0.4618745035742653,"{""XLE"": 0.33224528572369927, ""XLF"": 0.33362232075353254, ""XLK"": 0.33413239352276813}",-0.4397935068024097,-0.4603277262422853,-0.2168172394091555,-0.2179391678441049,-0.1955962674791286,-0.199529686340808,-0.3025317831001705,-0.3025975511896969,0.5434536902583993,False,-0.5637789237365529,683,483,483,37.0,0.3333333333333333,21,0
sector_momentum_252_invvol,Sector allocation,sector_rotation,long_rule,"Monthly top-3 legacy-sector 252d momentum, invvol sizing.",ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0820125504011226,0.0787239275301316,0.1883678271955987,0.4068604751053823,-0.4573818090586395,0.1192604942779646,0.1793087280185383,-0.0289291730052393,-0.2868733028589084,0.375792912809791,0.1931293804739551,6.0865926289079,0.0199565423198806,0.1254277824663587,-0.0720297416913897,0.4377895433487756,-0.009951196369146,0.460683081810961,"{""XLE"": 0.2332776585703668, ""XLF"": 0.37236861024908585, ""XLK"": 0.39435373118054723}",-0.4489891432495941,-0.4573818090586429,-0.2090239590034052,-0.2102615772438573,-0.1910245433484092,-0.1938336405455802,-0.2980374022265569,-0.2980374022265569,0.5305669557084254,False,-0.5689822502245268,838,484,484,37.0,0.3157894736842105,19,0
Cboe_SPX_BXM_proxy,External SPX option-index proxy,external_option_proxy,external_proxy,Cboe ^BXM total-return index proxy; SPX options make it ineligible for implementation.,External SPX option index; reference only,2007-01-03,2021-12-31,14.988095238095235,0.0545424619711132,0.0545424619711132,0.1545390566463817,0.2942556444460674,-0.4014429397446938,0.092255286247947,0.1358660386599417,-0.0252595544033623,-0.2865467747505902,0.2591497066051473,0.253300288251246,,0.0202032710365196,0.0780540172206682,-0.0636485138879029,0.0946393117140966,-0.0051931476838913,0.0726767275615568,{},-0.3888552483851233,-0.4014429397446944,-0.1461790358775651,-0.1471325862208873,-0.1486905898108664,-0.151443153023747,-0.3015505409315276,-0.3025742261180223,,False,-0.5887965136959339,1012,712,712,89.0,0.0,10,0
SPY_buy_hold,Fixed allocation,static_equity,long_rule,Quarterly rebalanced fixed ETF weights: {'SPY': 1.0},ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.1058511454569182,0.1058142827346557,0.2020024136476537,0.4966340105530935,-0.5518940436853627,0.1395497731811755,0.1917961367187076,-0.0315237966076866,-0.3679496979417905,0.3230772717957018,0.2138423221662272,0.0666862756072321,0.0226013863571339,0.1650293793648172,-0.1052494059608839,0.7746525479814692,-0.0156264002275613,0.7764098490865766,"{""SPY"": 1.0}",-0.5476738607180403,-0.5518940436853619,-0.1783869885090885,-0.1789366665997445,-0.1892248974307553,-0.1920319971583169,-0.3340034681964829,-0.337172528469891,0.663852965094692,False,-0.5991333800624596,1223,869,869,33.0,0.375,16,0
sector_momentum_126_equal,Sector allocation,sector_rotation,long_rule,"Monthly top-3 legacy-sector 126d momentum, equal sizing.",ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0877826983003886,0.0840413868668372,0.1901525338441838,0.4322498825465334,-0.5069339831549067,0.1511320993669535,0.1731639645739914,-0.0293156807356301,-0.3339501741631471,0.3910421125466066,0.2348650859114945,6.887721490127871,0.0028238521803656,0.1483290972242978,-0.116833392504975,0.6472534745201853,-0.037662242800902,0.6540905480540111,"{""XLK"": 0.3313884882450261, ""XLV"": 0.34573847952825076, ""XLY"": 0.32287303222672326}",-0.4979619617090292,-0.5069339831549048,-0.1169074135424448,-0.1539308508789241,-0.1411154286878437,-0.1453152510360288,-0.3134038422399766,-0.3147684421316398,0.5691729764669547,False,-0.6414776953922793,1364,1030,1030,30.5,0.2222222222222222,18,1
SPY_put_50,Synthetic SPY option overlay,option_overlay,synthetic_proxy,"Synthetic SPY overlay: put ratio SPY_put_50, frozen VIX/Black-Scholes/skew model; quarterly puts and monthly calls where applicable.","SPY options; model-risk screen, not historical executable chains",2007-01-03,2021-12-31,14.98015873015873,0.0737821360817176,0.0677582766824724,0.150720641517047,0.4130795512071972,-0.4941714843875151,0.1527707370094483,0.1493047219694689,-0.0229038901911455,-0.3315244820942573,0.2707805711919406,0.2181749743122732,,-0.0171709917230741,0.1389728586094385,-0.1171740282785742,0.4337748344370861,-0.0491286519538309,0.3700317965023847,{},-0.49020175328346,-0.4941714843875154,-0.1578123218691833,-0.1582901587711422,-0.1266123446326538,-0.1290490816265908,-0.2287721888563513,-0.2323925950694534,0.5402759577506031,False,-0.6433808544974148,1516,1162,1162,42.0,0.16666666666666666,12,0
sector_momentum_126_invvol,Sector allocation,sector_rotation,long_rule,"Monthly top-3 legacy-sector 126d momentum, invvol sizing.",ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0845333695535723,0.0804255321091553,0.184965367254738,0.4232312185222421,-0.5023416657590828,0.1539925871473964,0.1682786344744765,-0.0284655469508646,-0.323071103305951,0.3921283488827236,0.2367212536338111,7.587713090548613,-0.0028619938278251,0.1469554743243488,-0.1180656293813012,0.6446062210456651,-0.0400222478608978,0.6354249404289118,"{""XLK"": 0.2926850288981122, ""XLV"": 0.41735546052555816, ""XLY"": 0.28995951057632957}",-0.4939412016679119,-0.5023416657590809,-0.1025787327373284,-0.1426545440186495,-0.1415248895205016,-0.1445058699777711,-0.3149114851042064,-0.3154709745208121,0.555525081198972,False,-0.6493574171557367,1385,1051,1051,33.0,0.23529411764705882,17,1
ETF_RSP,Live smart-beta ETF,smart_beta_live,live_product_medium,"Buy-and-hold live ETF RSP, evaluated only from its actual inception through 2021.",ETF-only,2004-01-02,2021-12-31,17.984126984126984,0.1081466491264815,0.1081161994049508,0.2068313549744761,0.4992001977955537,-0.599227925776561,0.1292948230903051,0.1804766508275301,-0.0321239629952394,-0.4005537523114112,0.4461217381765336,0.1865669168568208,0.0,0.0359394899383502,0.1507544986182334,-0.2073622432787868,0.558909187185597,-0.0940567622074385,0.4977085242896425,"{""RSP"": 1.0}",-0.5886976050184094,-0.5915725521996413,-0.2141269347048138,-0.2148975942541175,-0.188201079400345,-0.188201079400345,-0.3880934857555621,-0.3902588257572978,,False,-0.6649925768768862,896,485,485,29.0,0.4,25,0
SPY_calm_VIX_95_85_put_spread,Synthetic SPY option overlay,option_overlay,synthetic_proxy,"Synthetic SPY overlay: put ratio SPY_calm_VIX_95_85_put_spread, frozen VIX/Black-Scholes/skew model; quarterly puts and monthly calls where applicable.","SPY options; model-risk screen, not historical executable chains",2007-01-03,2021-12-31,14.98015873015873,0.0890469737118586,0.0841248994238657,0.1846966764006903,0.4436110599338647,-0.5518940436853614,0.1407327978791832,0.1613479520765129,-0.0285972261974038,-0.3679496979417914,0.3311458294957503,0.2341363470222136,,0.0044086901041471,0.1493303368534564,-0.1147781318459646,0.554635761589404,-0.0199006944664692,0.4252782193958664,{},-0.5476738607180407,-0.5518940436853622,-0.178386988509089,-0.178936666599745,-0.1009575917432995,-0.1031435011802408,-0.2443248340923451,-0.2478207191912009,0.5868562133845295,False,-0.6856788136858336,1341,987,987,31.0,0.25,12,0
cross_asset_mom_252_top2,Cross-asset tactical,tactical_momentum,long_rule,Monthly top-2 252d cross-asset momentum with 12m SHY hurdle.,ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.046017034412005,0.0429111755413844,0.1568430488916529,0.2492184525267002,-0.394945989093431,0.1505890909098234,0.1165147531125297,-0.0242020220786415,-0.1335015806895052,0.194121637866468,0.1123893369211649,5.944514331535622,0.0281782330970812,0.0580704800382894,-0.0459777958804952,0.1062210456651224,-0.0300872913373644,0.0635424940428911,"{""DBC"": 0.49102891497838036, ""VNQ"": 0.5089710850216197}",-0.1546869180206933,-0.3669603779265971,-0.0928751734204722,-0.1365314915022436,-0.2108007721301547,-0.2244820452355694,0.015817573198861,-0.1334679992308923,0.2974405374428623,False,-0.7078169692954087,1328,1059,1059,23.5,0.5,12,0
ETF_VYM,Live smart-beta ETF,smart_beta_live,live_product_medium,"Buy-and-hold live ETF VYM, evaluated only from its actual inception through 2021.",ETF-only,2006-11-16,2021-12-31,15.107142857142858,0.0875960764746588,0.0875601110212802,0.1915446687070628,0.4275866114135856,-0.5698130466407825,0.140864326839572,0.1537277480588831,-0.0297722456359068,-0.3191989049913657,0.3007882745672405,0.2042498680283725,0.0,0.0237145366048512,0.1301596538341352,-0.1082388014083207,0.6418741808650066,-0.0096799759280172,0.6346153846153846,"{""VYM"": 1.0}",-0.5669020581708489,-0.5698130466407824,-0.1290110653364122,-0.1446728414864884,-0.1453947934910652,-0.1540398767557967,-0.3450783416269645,-0.3461937626459789,,False,-0.7436929878789429,1114,762,762,24.5,0.42857142857142855,14,0
